id,nombre,descripcion,categoria,marca,material,precio_original,descuento,precio_final,colores,tallas,disponibilidad,stock_total,disponible,destacado,nuevo,temporada,puntuacion,num_resenas,codigo_barras,fecha_ingreso
FS0180,Cinturones Premium Line,"Cinturones en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Premium Line,Lycra,65.9,0,65.9,"['Rojo', 'Gris', 'Azul Cielo']",['Único'],"{'Rojo': {'Único': 0}, 'Gris': {'Único': 9}, 'Azul Cielo': {'Único': 6}}",15,True,False,False,Todo el año,4.8,114,7846059181228,2024-10-28
FS0181,Suéteres Elegant Touch,"Suéteres en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Elegant Touch,Lana,80.9,0,80.9,"['Morado', 'Rosa']","['XL', 'XXL', 'S', 'M']","{'Morado': {'XL': 4, 'XXL': 16, 'S': 17, 'M': 20}, 'Rosa': {'XL': 12, 'XXL': 17, 'S': 16, 'M': 0}}",102,True,False,False,Verano,4.4,109,7848711640041,2024-07-04
FS0182,Pantalón Formal Classic Collection,"Pantalón Formal en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Classic Collection,Lycra,88.5,0,88.5,"['Rosa', 'Blanco', 'Amarillo', 'Gris Oscuro']","['40', '32', '34', '38', '30', '36']","{'Rosa': {'40': 1, '32': 17, '34': 16, '38': 2, '30': 13, '36': 0}, 'Blanco': {'40': 15, '32': 0, '34': 13, '38': 5, '30': 14, '36': 9}, 'Amarillo': {'40': 12, '32': 14, '34': 17, '38': 2, '30': 10, '36': 14}, 'Gris Oscuro': {'40': 6, '32': 18, '34': 9, '38': 18, '30': 0, '36': 15}}",240,True,False,False,Verano,4.8,49,7810431788462,2024-12-12
FS0183,Gorros Premium Line,"Gorros en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Premium Line,Lino,31.5,0,31.5,"['Azul', 'Rosa Pastel']",['Único'],"{'Azul': {'Único': 1}, 'Rosa Pastel': {'Único': 15}}",16,True,False,False,Todo el año,4.9,74,7875695390334,2024-08-24
FS0184,Pantalón Casual Sport Active,"Pantalón Casual en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Sport Active,Ante,125.5,0,125.5,['Verde'],"['32', '36', '40']","{'Verde': {'32': 15, '36': 0, '40': 12}}",27,True,False,False,Primavera,4.1,100,7888585026922,2024-12-11
FS0185,Bolso Clutch Premium Line,"Bolso Clutch en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Bolsos,Premium Line,Cuero,58.5,0,58.5,"['Amarillo', 'Beige']",['Único'],"{'Amarillo': {'Único': 19}, 'Beige': {'Único': 18}}",37,True,True,False,Otoño,4.9,23,7855485371256,2024-01-04
FS0186,Blusas Urban Wear,"Blusas en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Blusas,Urban Wear,Cuero,71.5,0,71.5,"['Bordeaux', 'Beige']","['XS', 'XL', 'S']","{'Bordeaux': {'XS': 13, 'XL': 18, 'S': 6}, 'Beige': {'XS': 1, 'XL': 0, 'S': 0}}",38,True,False,False,Todo el año,4.7,89,7881926358461,2024-03-28
FS0187,Pantalón Casual Classic Collection,"Pantalón Casual en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Pantalones,Classic Collection,Denim,163.5,0,163.5,['Negro'],"['30', '36', '28', '32', '38', '40']","{'Negro': {'30': 3, '36': 14, '28': 3, '32': 18, '38': 19, '40': 12}}",69,True,True,False,Otoño,4.8,123,7824713986892,2024-08-11
FS0188,Camiseta Basic Modern Style,"Camiseta Basic en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Modern Style,Lycra,26.5,0,26.5,"['Gris Oscuro', 'Bordeaux']","['L', 'S', 'XXL', 'XL']","{'Gris Oscuro': {'L': 0, 'S': 15, 'XXL': 2, 'XL': 20}, 'Bordeaux': {'L': 0, 'S': 7, 'XXL': 7, 'XL': 20}}",71,True,True,True,Todo el año,3.6,66,7878936613022,2024-06-07
FS0189,Suéteres Urban Wear,"Suéteres en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Urban Wear,Lino,99.5,28,71.64,"['Blanco', 'Rojo', 'Azul Cielo', 'Amarillo']","['XXL', 'XS', 'L']","{'Blanco': {'XXL': 0, 'XS': 10, 'L': 0}, 'Rojo': {'XXL': 3, 'XS': 20, 'L': 2}, 'Azul Cielo': {'XXL': 1, 'XS': 18, 'L': 6}, 'Amarillo': {'XXL': 20, 'XS': 7, 'L': 7}}",94,True,True,False,Invierno,3.9,70,7854978745275,2024-01-10
FS0190,Zapatos Casual Modern Style,"Zapatos Casual en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Zapatos,Modern Style,Ante,206.5,41,121.84,"['Azul', 'Azul Marino', 'Gris Oscuro', 'Gris']","['37', '42', '39', '35', '38']","{'Azul': {'37': 1, '42': 0, '39': 0, '35': 4, '38': 5}, 'Azul Marino': {'37': 13, '42': 0, '39': 8, '35': 8, '38': 4}, 'Gris Oscuro': {'37': 2, '42': 9, '39': 15, '35': 17, '38': 18}, 'Gris': {'37': 19, '42': 10, '39': 7, '35': 0, '38': 7}}",147,True,False,False,Otoño,4.8,56,7874492190124,2024-06-13
FS0191,Polo Elegante Urban Wear,"Polo Elegante en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Urban Wear,Lino,86.5,0,86.5,"['Rosa Pastel', 'Naranja']","['S', 'XL', 'L', 'M']","{'Rosa Pastel': {'S': 0, 'XL': 0, 'L': 10, 'M': 16}, 'Naranja': {'S': 18, 'XL': 14, 'L': 0, 'M': 1}}",59,True,False,False,Verano,4.2,131,7861686481601,2024-09-07
FS0192,Gorros Premium Line,"Gorros en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Premium Line,Lycra,38.9,0,38.9,"['Morado', 'Gris']",['Único'],"{'Morado': {'Único': 17}, 'Gris': {'Único': 8}}",25,True,True,False,Todo el año,3.5,75,7813825314917,2024-09-26
FS0193,Zapatillas Running Sport Active,"Zapatillas Running en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Sport Active,Denim,181.9,0,181.9,"['Naranja', 'Verde', 'Beige', 'Verde Oliva']","['44', '42', '36', '35', '39', '41', '37']","{'Naranja': {'44': 19, '42': 15, '36': 9, '35': 19, '39': 5, '41': 15, '37': 6}, 'Verde': {'44': 20, '42': 0, '36': 15, '35': 0, '39': 10, '41': 1, '37': 0}, 'Beige': {'44': 13, '42': 1, '36': 9, '35': 19, '39': 6, '41': 19, '37': 7}, 'Verde Oliva': {'44': 15, '42': 17, '36': 14, '35': 0, '39': 15, '41': 7, '37': 8}}",284,True,False,False,Otoño,4.5,71,7848339629274,2024-09-28
FS0194,Suéteres Elegant Touch,"Suéteres en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Elegant Touch,Viscosa,88.9,0,88.9,"['Negro', 'Verde', 'Rojo', 'Marrón']","['XXL', 'L', 'M', 'S']","{'Negro': {'XXL': 0, 'L': 18, 'M': 20, 'S': 7}, 'Verde': {'XXL': 18, 'L': 14, 'M': 14, 'S': 0}, 'Rojo': {'XXL': 17, 'L': 18, 'M': 17, 'S': 10}, 'Marrón': {'XXL': 0, 'L': 0, 'M': 5, 'S': 13}}",171,True,False,False,Todo el año,3.6,51,7860933139646,2024-07-03
FS0195,Cinturones Modern Style,"Cinturones en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Modern Style,Viscosa,83.9,0,83.9,['Marrón'],['Único'],{'Marrón': {'Único': 10}},10,True,False,True,Otoño,4.1,72,7858631518817,2024-07-15
FS0196,Zapatillas Running Casual Comfort,"Zapatillas Running en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Casual Comfort,Algodón 100%,152.9,25,114.68,"['Azul Cielo', 'Azul', 'Gris']","['40', '43', '45', '38', '42']","{'Azul Cielo': {'40': 4, '43': 14, '45': 11, '38': 0, '42': 6}, 'Azul': {'40': 17, '43': 4, '45': 5, '38': 0, '42': 8}, 'Gris': {'40': 16, '43': 12, '45': 3, '38': 18, '42': 4}}",122,True,False,False,Todo el año,4.8,0,7892172899359,2024-11-25
FS0197,Vestido Casual Elegant Touch,"Vestido Casual en Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Elegant Touch,Poliéster,162.9,0,162.9,"['Verde Oliva', 'Marrón']","['XL', 'XXL', 'XS', 'L']","{'Verde Oliva': {'XL': 14, 'XXL': 4, 'XS': 0, 'L': 20}, 'Marrón': {'XL': 12, 'XXL': 0, 'XS': 18, 'L': 9}}",77,True,False,False,Primavera,4.8,64,7851360655429,2024-01-16
FS0198,Hoodies Casual Comfort,"Hoodies en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Casual Comfort,Ante,79.5,32,54.06,"['Azul Cielo', 'Blanco', 'Gris']","['XS', 'S', 'XXL']","{'Azul Cielo': {'XS': 20, 'S': 1, 'XXL': 5}, 'Blanco': {'XS': 9, 'S': 14, 'XXL': 13}, 'Gris': {'XS': 20, 'S': 8, 'XXL': 9}}",99,True,False,False,Primavera,4.3,118,7878451995758,2024-02-22
FS0199,Botas Sport Active,"Botas en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Sport Active,Algodón 100%,50.9,0,50.9,"['Rojo', 'Negro', 'Azul Marino']","['40', '44', '45', '42', '37', '38']","{'Rojo': {'40': 13, '44': 5, '45': 18, '42': 0, '37': 3, '38': 9}, 'Negro': {'40': 6, '44': 0, '45': 1, '42': 19, '37': 16, '38': 8}, 'Azul Marino': {'40': 12, '44': 19, '45': 18, '42': 10, '37': 1, '38': 17}}",175,True,False,False,Todo el año,3.9,51,7883225235713,2024-08-04
FS0200,Zapatillas Deportivas Casual Comfort,"Zapatillas Deportivas en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Casual Comfort,Lino,110.5,23,85.09,"['Verde', 'Gris', 'Naranja']","['44', '42', '43', '35', '41', '39']","{'Verde': {'44': 0, '42': 0, '43': 1, '35': 7, '41': 0, '39': 6}, 'Gris': {'44': 20, '42': 13, '43': 4, '35': 18, '41': 12, '39': 10}, 'Naranja': {'44': 3, '42': 7, '43': 6, '35': 14, '41': 0, '39': 18}}",139,True,False,False,Otoño,4.7,127,7839433611776,2024-04-26
FS0201,Suéteres Premium Line,"Suéteres en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Premium Line,Lana,93.5,0,93.5,['Naranja'],"['S', 'XS', 'XXL', 'M', 'L']","{'Naranja': {'S': 0, 'XS': 4, 'XXL': 19, 'M': 8, 'L': 14}}",45,True,True,False,Otoño,3.6,4,7819344015255,2024-05-24
FS0202,Carteras Fashion Store,"Carteras en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Carteras,Fashion Store,Cuero,46.5,0,46.5,"['Morado', 'Rosa Pastel', 'Naranja', 'Azul Marino']",['Único'],"{'Morado': {'Único': 0}, 'Rosa Pastel': {'Único': 16}, 'Naranja': {'Único': 0}, 'Azul Marino': {'Único': 5}}",21,True,False,False,Todo el año,3.7,39,7810002315898,2024-05-23
FS0203,Blazers Sport Active,"Blazers en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Blazers,Sport Active,Spandex,238.5,0,238.5,['Beige'],"['M', 'XL', 'L', 'S', 'XS']","{'Beige': {'M': 4, 'XL': 20, 'L': 4, 'S': 14, 'XS': 2}}",44,True,False,False,Primavera,3.6,113,7827235890758,2024-08-21
FS0204,Polo Sport Classic Collection,"Polo Sport en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Polos,Classic Collection,Seda,36.5,0,36.5,"['Gris', 'Naranja']","['XS', 'L', 'XL', 'S']","{'Gris': {'XS': 17, 'L': 18, 'XL': 4, 'S': 7}, 'Naranja': {'XS': 3, 'L': 19, 'XL': 17, 'S': 15}}",100,True,False,False,Invierno,4.1,103,7818906839003,2024-01-01
FS0205,Hoodies Elegant Touch,"Hoodies en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Elegant Touch,Algodón 100%,86.5,0,86.5,['Azul'],"['L', 'XXL', 'M', 'S', 'XL']","{'Azul': {'L': 18, 'XXL': 5, 'M': 0, 'S': 20, 'XL': 20}}",63,True,False,False,Otoño,4.5,74,7826396696435,2024-03-25
FS0206,Accesorios Casual Comfort,"Accesorios en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Accesorios,Casual Comfort,Denim,39.5,0,39.5,"['Rosa', 'Gris Oscuro', 'Rosa Pastel']",['Único'],"{'Rosa': {'Único': 17}, 'Gris Oscuro': {'Único': 12}, 'Rosa Pastel': {'Único': 4}}",33,True,False,False,Verano,4.4,93,7884675045975,2024-08-06
FS0207,Zapatos Casual Classic Collection,"Zapatos Casual en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Zapatos,Classic Collection,Lino,234.9,16,197.32,['Azul'],"['36', '41', '44', '40', '43', '37', '42', '39']","{'Azul': {'36': 13, '41': 11, '44': 7, '40': 16, '43': 5, '37': 0, '42': 17, '39': 6}}",75,True,False,False,Verano,4.9,0,7824255718586,2024-12-01
FS0208,Bufandas Premium Line,"Bufandas en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Premium Line,Viscosa,38.5,0,38.5,"['Negro', 'Azul Marino', 'Morado']",['Único'],"{'Negro': {'Único': 1}, 'Azul Marino': {'Único': 7}, 'Morado': {'Único': 15}}",23,True,False,False,Primavera,4.0,19,7833374425206,2024-06-24
FS0209,Suéteres Modern Style,"Suéteres en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Modern Style,Lana,79.5,0,79.5,"['Verde Oliva', 'Naranja', 'Blanco']","['M', 'XXL', 'L']","{'Verde Oliva': {'M': 12, 'XXL': 15, 'L': 8}, 'Naranja': {'M': 14, 'XXL': 0, 'L': 0}, 'Blanco': {'M': 18, 'XXL': 10, 'L': 3}}",80,True,False,False,Invierno,4.9,26,7848159482674,2024-05-08
FS0210,Bufandas Classic Collection,"Bufandas en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Bufandas,Classic Collection,Seda,52.9,0,52.9,"['Marrón', 'Azul', 'Rojo']",['Único'],"{'Marrón': {'Único': 12}, 'Azul': {'Único': 2}, 'Rojo': {'Único': 11}}",25,True,True,False,Primavera,4.4,146,7862257599206,2024-11-26
FS0211,Cinturones Sport Active,"Cinturones en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Sport Active,Viscosa,73.9,0,73.9,['Verde Oliva'],['Único'],{'Verde Oliva': {'Único': 8}},8,True,True,False,Otoño,3.9,0,7861324286605,2024-06-27
FS0212,Sandalias Sport Active,"Sandalias en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Sport Active,Spandex,68.5,0,68.5,"['Gris', 'Amarillo', 'Azul Cielo', 'Beige']","['45', '43', '42', '37', '35', '36', '39', '44']","{'Gris': {'45': 0, '43': 18, '42': 20, '37': 0, '35': 0, '36': 0, '39': 2, '44': 18}, 'Amarillo': {'45': 5, '43': 18, '42': 13, '37': 6, '35': 8, '36': 0, '39': 0, '44': 6}, 'Azul Cielo': {'45': 8, '43': 9, '42': 20, '37': 0, '35': 9, '36': 18, '39': 11, '44': 20}, 'Beige': {'45': 9, '43': 11, '42': 8, '37': 2, '35': 2, '36': 17, '39': 15, '44': 0}}",273,True,False,False,Invierno,3.8,134,7891295186685,2024-04-22
FS0213,Shorts Casual Comfort,"Shorts en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Shorts,Casual Comfort,Lino,38.5,7,35.8,"['Beige', 'Azul Marino', 'Amarillo']","['32', '34', '28', '36', '38', '30']","{'Beige': {'32': 11, '34': 9, '28': 14, '36': 1, '38': 0, '30': 7}, 'Azul Marino': {'32': 0, '34': 6, '28': 6, '36': 5, '38': 11, '30': 11}, 'Amarillo': {'32': 0, '34': 3, '28': 0, '36': 14, '38': 3, '30': 0}}",101,True,False,False,Otoño,4.8,59,7870241374306,2024-10-07
FS0214,Suéteres Elegant Touch,"Suéteres en Seda, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Elegant Touch,Seda,68.5,47,36.3,['Azul'],"['XL', 'XXL', 'M']","{'Azul': {'XL': 0, 'XXL': 8, 'M': 0}}",8,True,False,False,Todo el año,4.2,94,7830283926771,2024-03-04
FS0215,Sacos Sport Active,"Sacos en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Sacos,Sport Active,Algodón 100%,212.9,0,212.9,"['Gris Oscuro', 'Rosa', 'Rosa Pastel']","['XXL', 'S', 'L', 'M']","{'Gris Oscuro': {'XXL': 13, 'S': 0, 'L': 0, 'M': 1}, 'Rosa': {'XXL': 0, 'S': 0, 'L': 9, 'M': 19}, 'Rosa Pastel': {'XXL': 14, 'S': 4, 'L': 1, 'M': 4}}",65,True,False,True,Invierno,4.6,57,7842982757071,2024-01-26
FS0216,Vestido Fiesta Classic Collection,"Vestido Fiesta en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Vestidos,Classic Collection,Algodón-Poliéster,178.9,0,178.9,['Beige'],"['L', 'XS', 'XXL', 'M']","{'Beige': {'L': 1, 'XS': 2, 'XXL': 11, 'M': 5}}",19,True,False,False,Verano,4.9,41,7821297931169,2024-08-06
FS0217,Botas Sport Active,"Botas en Algodón-Poliéster, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Sport Active,Algodón-Poliéster,48.9,0,48.9,"['Rosa', 'Bordeaux', 'Naranja', 'Azul Cielo']","['42', '40', '38', '35', '44', '37']","{'Rosa': {'42': 17, '40': 14, '38': 0, '35': 20, '44': 6, '37': 16}, 'Bordeaux': {'42': 15, '40': 13, '38': 0, '35': 3, '44': 0, '37': 13}, 'Naranja': {'42': 16, '40': 0, '38': 0, '35': 3, '44': 1, '37': 18}, 'Azul Cielo': {'42': 17, '40': 0, '38': 3, '35': 19, '44': 17, '37': 16}}",227,True,False,True,Otoño,3.7,41,7847981793552,2024-12-08
FS0218,Camiseta Estampada Fashion Store,"Camiseta Estampada en Spandex, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Fashion Store,Spandex,47.5,0,47.5,"['Beige', 'Morado', 'Marrón', 'Naranja']","['XS', 'XL', 'M', 'L', 'S']","{'Beige': {'XS': 0, 'XL': 12, 'M': 0, 'L': 11, 'S': 4}, 'Morado': {'XS': 20, 'XL': 20, 'M': 1, 'L': 15, 'S': 13}, 'Marrón': {'XS': 15, 'XL': 8, 'M': 12, 'L': 4, 'S': 20}, 'Naranja': {'XS': 20, 'XL': 9, 'M': 17, 'L': 1, 'S': 16}}",218,True,False,False,Todo el año,4.2,149,7856664969801,2024-03-27
FS0219,Hoodies Premium Line,"Hoodies en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Premium Line,Lino,96.9,0,96.9,"['Amarillo', 'Naranja']","['M', 'XS', 'L', 'XL', 'S']","{'Amarillo': {'M': 0, 'XS': 0, 'L': 7, 'XL': 8, 'S': 14}, 'Naranja': {'M': 12, 'XS': 12, 'L': 0, 'XL': 17, 'S': 13}}",83,True,True,False,Todo el año,4.9,138,7886401800437,2024-03-01
FS0220,Accesorios Premium Line,"Accesorios en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Accesorios,Premium Line,Lycra,71.9,0,71.9,"['Azul Marino', 'Rosa', 'Crema', 'Amarillo']",['Único'],"{'Azul Marino': {'Único': 0}, 'Rosa': {'Único': 12}, 'Crema': {'Único': 4}, 'Amarillo': {'Único': 13}}",29,True,True,False,Invierno,3.5,140,7833043547180,2024-06-10
FS0221,Botas Fashion Store,"Botas en Lana, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Fashion Store,Lana,62.9,0,62.9,['Azul Cielo'],"['36', '42', '40', '39', '35', '44', '45']","{'Azul Cielo': {'36': 2, '42': 17, '40': 0, '39': 2, '35': 12, '44': 0, '45': 3}}",36,True,False,False,Primavera,4.3,64,7837673579782,2024-12-13
FS0222,Botas Premium Line,"Botas en Lino, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Premium Line,Lino,37.9,0,37.9,"['Rojo', 'Bordeaux']","['36', '35', '43', '44', '41']","{'Rojo': {'36': 17, '35': 17, '43': 7, '44': 15, '41': 2}, 'Bordeaux': {'36': 20, '35': 4, '43': 14, '44': 5, '41': 0}}",101,True,False,False,Primavera,3.6,142,7814816069996,2024-04-11
FS0223,Camiseta Premium Fashion Store,"Camiseta Premium en Ante, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Fashion Store,Ante,53.5,0,53.5,['Rosa Pastel'],"['L', 'XL', 'XS']","{'Rosa Pastel': {'L': 10, 'XL': 0, 'XS': 8}}",18,True,False,False,Invierno,4.8,145,7839491099404,2024-03-12
FS0224,Camiseta Basic Classic Collection,"Camiseta Basic en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Classic Collection,Viscosa,62.9,0,62.9,"['Gris Oscuro', 'Azul Marino']","['L', 'M', 'XXL', 'XL', 'XS']","{'Gris Oscuro': {'L': 0, 'M': 3, 'XXL': 0, 'XL': 0, 'XS': 19}, 'Azul Marino': {'L': 0, 'M': 0, 'XXL': 6, 'XL': 0, 'XS': 13}}",41,True,False,False,Verano,4.6,132,7822791558080,2024-03-01
FS0225,Botas Fashion Store,"Botas en Denim, diseño moderno y cómodo. Perfecto para uso diario.",Botas,Fashion Store,Denim,32.5,0,32.5,"['Verde', 'Azul Marino', 'Crema', 'Blanco']","['38', '45', '41', '44', '43']","{'Verde': {'38': 14, '45': 7, '41': 0, '44': 11, '43': 12}, 'Azul Marino': {'38': 14, '45': 12, '41': 15, '44': 11, '43': 11}, 'Crema': {'38': 5, '45': 18, '41': 18, '44': 19, '43': 3}, 'Blanco': {'38': 0, '45': 14, '41': 7, '44': 4, '43': 0}}",195,True,False,False,Todo el año,4.9,35,7870252373062,2024-02-27
FS0226,Blusas Sport Active,"Blusas en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Blusas,Sport Active,Viscosa,36.9,0,36.9,"['Gris Oscuro', 'Beige']","['XXL', 'XS', 'L']","{'Gris Oscuro': {'XXL': 7, 'XS': 0, 'L': 16}, 'Beige': {'XXL': 14, 'XS': 1, 'L': 17}}",55,True,True,False,Invierno,3.7,128,7863703756443,2024-01-07
FS0227,Suéteres Premium Line,"Suéteres en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Premium Line,Cuero,32.9,0,32.9,"['Azul', 'Gris Oscuro', 'Azul Marino', 'Blanco']","['XXL', 'XL', 'XS']","{'Azul': {'XXL': 4, 'XL': 5, 'XS': 12}, 'Gris Oscuro': {'XXL': 8, 'XL': 2, 'XS': 18}, 'Azul Marino': {'XXL': 3, 'XL': 6, 'XS': 16}, 'Blanco': {'XXL': 0, 'XL': 18, 'XS': 18}}",110,True,False,False,Invierno,3.9,23,7899816866741,2024-04-03
FS0228,Hoodies Sport Active,"Hoodies en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Hoodies,Sport Active,Lycra,84.5,14,72.67,"['Marrón', 'Bordeaux']","['M', 'XS', 'L']","{'Marrón': {'M': 0, 'XS': 6, 'L': 9}, 'Bordeaux': {'M': 0, 'XS': 11, 'L': 0}}",26,True,False,False,Todo el año,3.8,54,7815253989706,2024-04-07
FS0229,Suéteres Modern Style,"Suéteres en Cuero, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Modern Style,Cuero,42.5,0,42.5,"['Verde', 'Azul']","['S', 'XS', 'L', 'M', 'XL']","{'Verde': {'S': 20, 'XS': 10, 'L': 18, 'M': 4, 'XL': 20}, 'Azul': {'S': 0, 'XS': 7, 'L': 0, 'M': 4, 'XL': 3}}",86,True,False,False,Todo el año,4.2,96,7878603687532,2024-12-17
FS0230,Camiseta Basic Classic Collection,"Camiseta Basic en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Camisetas,Classic Collection,Lycra,76.9,35,49.99,"['Marrón', 'Gris Oscuro', 'Azul', 'Beige']","['XS', 'XL', 'XXL']","{'Marrón': {'XS': 0, 'XL': 6, 'XXL': 3}, 'Gris Oscuro': {'XS': 14, 'XL': 3, 'XXL': 5}, 'Azul': {'XS': 6, 'XL': 0, 'XXL': 16}, 'Beige': {'XS': 19, 'XL': 3, 'XXL': 1}}",76,True,False,True,Invierno,4.3,82,7870668068786,2024-10-23
FS0231,Suéteres Casual Comfort,"Suéteres en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Suéteres,Casual Comfort,Viscosa,30.9,7,28.74,['Marrón'],"['L', 'M', 'S']","{'Marrón': {'L': 0, 'M': 5, 'S': 7}}",12,True,False,True,Verano,4.1,147,7891282176157,2024-05-22
FS0232,Zapatillas Casual Elegant Touch,"Zapatillas Casual en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Zapatillas,Elegant Touch,Algodón 100%,207.5,0,207.5,['Gris'],"['44', '40', '42', '39']","{'Gris': {'44': 16, '40': 13, '42': 7, '39': 0}}",36,True,False,False,Otoño,4.0,140,7867418738648,2024-08-24
FS0233,Cinturones Premium Line,"Cinturones en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Cinturones,Premium Line,Algodón 100%,37.5,0,37.5,"['Morado', 'Rojo', 'Blanco', 'Verde']",['Único'],"{'Morado': {'Único': 7}, 'Rojo': {'Único': 9}, 'Blanco': {'Único': 15}, 'Verde': {'Único': 0}}",31,True,False,False,Todo el año,4.4,123,7896275181914,2024-08-10
FS0234,Sandalias Fashion Store,"Sandalias en Lycra, diseño moderno y cómodo. Perfecto para uso diario.",Sandalias,Fashion Store,Lycra,38.9,0,38.9,"['Beige', 'Crema', 'Rosa Pastel']","['35', '45', '41', '38']","{'Beige': {'35': 6, '45': 19, '41': 6, '38': 12}, 'Crema': {'35': 0, '45': 13, '41': 0, '38': 1}, 'Rosa Pastel': {'35': 6, '45': 8, '41': 4, '38': 9}}",84,True,False,False,Otoño,4.7,127,7818557117598,2024-05-13
FS0235,Gorros Sport Active,"Gorros en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Gorros,Sport Active,Algodón 100%,90.5,0,90.5,['Verde Oliva'],['Único'],{'Verde Oliva': {'Único': 20}},20,True,False,False,Otoño,4.2,101,7883955545198,2024-05-12
FS0236,Camisa Formal Classic Collection,"Camisa Formal en Algodón 100%, diseño moderno y cómodo. Perfecto para uso diario.",Camisas,Classic Collection,Algodón 100%,62.5,0,62.5,"['Bordeaux', 'Marrón', 'Amarillo', 'Crema']","['M', 'S', 'L', 'XXL', 'XL']","{'Bordeaux': {'M': 0, 'S': 19, 'L': 0, 'XXL': 0, 'XL': 0}, 'Marrón': {'M': 18, 'S': 0, 'L': 11, 'XXL': 16, 'XL': 0}, 'Amarillo': {'M': 11, 'S': 1, 'L': 2, 'XXL': 9, 'XL': 17}, 'Crema': {'M': 4, 'S': 2, 'L': 0, 'XXL': 14, 'XL': 18}}",142,True,False,True,Primavera,4.1,121,7854039979615,2024-07-08
FS0237,Blazers Sport Active,"Blazers en Viscosa, diseño moderno y cómodo. Perfecto para uso diario.",Blazers,Sport Active,Viscosa,310.5,0,310.5,['Gris Oscuro'],"['S', 'M', 'XS']","{'Gris Oscuro': {'S': 7, 'M': 6, 'XS': 14}}",27,True,True,False,Verano,4.8,116,7845056402690,2024-01-13
